responsable,institucion_original,institucion_standard,cuidad,cod_postal,direccion,lat,lon,lineas_investigacion,area_clinica,proyecto_descripcion,proyecto_estado,descripcion_kw,ip,ip_nivel,linea_investigacion_caracter_inovador,entidades_finaciodoras,fondos_capital_riesgo,entidades_colaboradoras,ano_inicio,ano_fin,capacidad_trabajo
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,DEXLIFE Mechanisms of prevention of type 2 diabetes by lifestyle intervention in subjects with pre-diabetes or at high-risk for progression,Endocrinología,"Type 2 diabetes (T2DM) is preventable by sustained changes in diet and physical exercise. Despite this, modern societies are already approaching 10% population prevalence of diabetes, and another 15% with pre-diabetes. The costs of T2DM are huge, approaching 10% of all health costs. Prevention of diabetes is a priority for national healthcare agencies and for the health insurance industry. Investment in prevention and lifestyle programmes requires a solid evidence-base for targeting and customising these interventions in a cost-effective manner. Translation of the findings from T2DM prevention studies to the benefit of general public health has not yet been possible.
DEXLIFE will identify novel diagnostic and predictive biomarkers (i) to detect the progression toward diabetes in high risk individuals and (ii) that are responsive to lifestyle interventions known to be effective in diabetes prevention. New biomarkers alone will be insufficient to alter the course of diabetes progression. We bring a strong translational focus to this proposal, by setting the main intervention in the real-life context of a major health insurance system. The  accumulated phenotyping repertoire from an extensive panel of –omic analyses will be refined and modelled into a new diagnostic panel for the allocation of high risk subjects to individualised preventive regimens.
Our multi-disciplinary team has a strong track record in clinical diabetes and metabolism. Several unique clinical cohorts
will provide the basis for a series of clinical, physiological and mechanistic investigations, which will identify, monitor and
analyse the impact of biomarkers over time. An exercise and dietary intervention study will be included in two specific cohorts,
enabling us to assess the impact of such interventions on plasma biomarkers and functional tissue-based markers. Project
clinical and industry partners will support the translation of our findings into clinical practice.",Activo,"Diabetes, prevention, clinical physiology, exercise, diet, metabolomics, epigenetics, mitochondria, transcriptomics, lipidomics, health insurance",INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"STENO DIABETES CENTER A/S (DENMARK) - COORDINATOR
DUBLIN CITY UNIVERSITY (IRELAND)
VOLUNTARY HEALTH INSURANCE BOARD (IRELAND)
FUNDACIÓ PRIVADA INSTITUT DE RECERCA BIOMEDICA, IRB (SPAIN)
FUNDACIÓ INSTITUT D'INVESTIGACIÓ BIOMEDICA DE BELLVITGE - IDIBELL (SPAIN)
TEKNOLOGIAN TUTKIMUSKESKUS VTT (FINLAND)
ITÄ-SUOMEN YLIOPISTO (FINLAND)
METABOLON INC CORPORATION (UNITED STATES)
UNIVERSITY OF NEWCASTLE UPON TYNE (UK)
PINTAIL LTD (IRELAND)",2012,2015,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,ADVANCE - Adenoviruses as novel clinical treatments. International training network,Virología,To integrate 8 leading academic centres and 4 private companies under a single umbrella to create an opportunity to train young scientists in adenovirus research.,Activo,"Health sciences, adenovirus, cancer, cardiovascular disease, vaccination, immunology, gene therapy",INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"UNIVERSITY OF GLASGOW (UK) - COORDINATOR
CENTRE NATIONAL DE LA RECHERCHE SCIENTIQUE (FRANCE)
UNIVERSITAET ZUERICH (SWITZERLAND)
UMEA UNIVERSTET (SWEDEN)
UUNIVERSITY OF OXFORD (UK)
FUNDACIO INSTITUT D'INVESTIGACIO BIOMEDICA DE BELLVITGE (SPAIN)
ITA-SUOMEN YLIOPISTO (FINLAND)
CRUCELL HOLLAND BV (NETHERLANDS)
PSIOXUS THERAPEUTICS(UK)
ONCOS THERAPEUTICS OY (FINLAND)
MAGYAR TUDOMANYOS AKADEMIA ALLATORVOS-TUDOMANYI KUATOINTEZETE (HUNGARY)
BATAVIA BIOSERVICES BV (NETHERLANDS)",2012,2016,3
Hospital Clínico San Carlos,"Clinic.LIVER FIBROSIS LABORATORY,INSTITUT D'INVESTIGACIONS BIOMÈDIQUES AUGUST PI I SUNYER ",Hospital Clínico y Provincial de Barcelona,Barcelona,8306,Roselló 149,41.388523,2.150977,"Development of innovative drugs that display a restricted action within specific target cells or organs.Such locally acting drugs will have an improved safety and efficacy, as side-effects in other tissues will be prevented. They will investigate this therapeutic strategy for kinase inhibitors, a class of drugs that has tremendous therapeutic potential but that also is associated with unacceptable side effects. Kinase inhibitors will be conjugated to two classes of carrier systems, directed to either the liver or kidney. By this, we will develop locally acting drugs for the treatment of either hepatic or renal fibrosis. ",Patología musculoesquelética,"DIALOK:                                          Development of innovative assays and locally acting therapies aiming at critical kinases in hepatic and renal fibrosis. Rational and accelerated development of new, safer, more effective drugs including pharmacogenomics approaches 
",Inactivo,"locally acting drugs, Kinase inhibitors, hepatic fibrosis, renal fibrosis",Internacional (KREATECH BIOTECHNOLOGY B.V.; Amsterdam),,,,NO,"n:7 (2 empresas, 5 centros academicos) ",2006,2010,
Hospital Clínico San Carlos,"Clinic. DEPT. OF PATHOLOGY, HOSPITAL CLINICO PROVINCIAL DE BARCELONA",Hospital Clínico y Provincial de Barcelona,Barcelona,8306,Roselló 149,41.388523,2.150977,"Personalized molecular approach in medicine with individual risk assessment and best suited care. Development of technology that allows molecular research at DNA and RNA level in paraffin embedded tissues. In this way it is easy to study lesions with long follow-up, rare diseases, viral persistence or molecular pattern of lesions with known therapy outcomes",Genética,"IMPACTS:                                                 Archive's tissues: improving molecular medicine research and clinical practice.Fundamental knowledge and basic tools for functional genomics in all organisms 
",Inactivo,archive tissues (AT),Internacional (CONSORZIO PER L'AREA DI RICERCA SCIENTIFICA E TECNOLOGICA DI TRIESTE)   ,,,,,n:21 ,2007,2010,
Hospital Clínico San Carlos,Clinic. INSTITUT D'INVESTIGACIONS BIOMÈDIQUES AUGUST PI I SUNYER,Hospital Clínico y Provincial de Barcelona,Barcelona,8306,Roselló 149,41.388523,2.150977,Chronic inflammatory disease: Multiple sclerosis.Knowledge of the mechanism determining response outcome of existing immunomodulatory therapies and identify novel therapeutic opportinuties,Neurología,"UEPHA-MS:                                              United Europeans for the development of PHArmacogenomics in Multiple Sclerosis. Obj: Promote and improve training opportunities in the novel areas of pharmacogenomics, biomarker research and system biology applied to MS.",Activo,"multiple sclerosis,pharmacogenomics, interferon, genomics, proteomics, systems biology",Local (Univ. Pais vasco),,,,,10 research teams,2008,2012,
Hospital Clínico San Carlos,"Clinic. Cardiology Department, Hospital CLINIC I PROVINCIAL DE BARCELONA",Hospital Clínico y Provincial de Barcelona,Barcelona,8306,Roselló 149,41.388523,2.150977,Cardiac implantable devices for patients with cardiac arrhythmia abnormalities,Patología cardiovasculares,Icardea:                                                        An Intelligent Platform for Personalized Remote Monitoring of the cardiac patients with electronic implant devices,Activo,"Adaptable remote monitoring of CIED patients, clinical guidelines, interoperability with HRs, PHRs","Internacional(SRDC YAZILIM ARASTIRMA VE GELISTIRME VE DANISMANLIK TICARET LIMITED SIRKETI, Turkey)",,,,,8,2010,2013,
Hospital Clínico San Carlos,Clinic. INSTITUT D'INVESTIGACIONS BIOMÈDIQUES AUGUST PI I SUNYER,Hospital Clínico y Provincial de Barcelona,Barcelona,8306,Roselló 149,41.388523,2.150977, markers for personalized medication in allergy and multiple sclerosis,Inmunología,ComplesDis:                                         Unravelling complex diseases with complexity theory: from networks to the bedside,Inactivo,"bionformatics, computer sicence, genetic, autoimmunity",International(Göteborgs universitet),,,,,11,2008,2010,
Hospital Clínico San Carlos,"Clinic. Technological Innovation Unit, Hospital CLINIC I PROVINCIAL DE BARCELONA",Hospital Clínico y Provincial de Barcelona,Barcelona,8306,Roselló 149,41.388523,2.150977,"Integrated Homecare (IHC) for stroke, HF, COPD patients (frequent chronic conditions)",Neumología,HOMECARE:                                             Clinical Continuity by Integrated Care,Activo,"homecare rehabilitation, stroke, COPD, heartg failure, integrated care, HTA","International(CAST, University of Southern Denmark)",,,,,12,2009,2012,
Hospital Clínico San Carlos," Clinic. Liver Unit,HCB_INSTITUT D'INVESTIGACIONS BIOMÈDIQUES AUGUST PI I SUNYER",Hospital Clínico y Provincial de Barcelona,Barcelona,8306,Roselló 149,41.388523,2.150977,"Prognostic prediction and identification of oncogenic driverss susceptible for intervention, leading towards more personalized treatment algorithms",Oncología,HEPTROMIC:                                         Genomic predictors and oncogenic drivers in hepatocellular carcinoma. Design of prognostic devices for clinical translation,Activo,"genomic predictors, personalized treatment, prgnostic device",Local(HCB),,,,,8,2010,2013,
Hospital Clínico San Carlos,"Clinic. ICT Department, FCRB                                           ",Hospital Clínico y Provincial de Barcelona,Barcelona,8306,Roselló 149,41.388523,2.150977,"patient avatar for an affordable personalised, predictive and integrative medicine. Predictive simulations to evaluate the probability of certain disease developing or progressing, predicting effects of present or future interventions",Otros,VPH-Share:                                                Virtual Physiological Human-structured human physiological research enviroment,Activo,"VPH, modelling, simulation, clinical data",International(University of Sheffield),,,,,24,2011,2015,
Hospital Clínico San Carlos,"Clinic. Centre for Diagnosis from Image, HCB",Hospital Clínico y Provincial de Barcelona,Barcelona,8306,Roselló 149,41.388523,2.150977,Development of IT infrastrcuture for the management and processing of heterogeneous data associated with the diagnosis and treatment of cerebral aneurysm and subrachnoid haemorrhage,Neurología, neurist:                                                           IP-Integrated Biomedical Informatics for the Management of Cerebral Aneurisms,Inactivo,"heterogeneous data management, aneurysms, IT infrastructure",Local (Universidad Pompeu Fabra),,,,,30,2006,2010,
Hospital Clínico San Carlos," Clinic. Hepatology and Hepatic Transplant Unit,HCB",Hospital Clínico y Provincial de Barcelona,Barcelona,8306,Roselló 149,41.388523,2.150977,new biotechnology products to promote long-term trasplant acceptance in pre-clinical models. Development of diagnostic tests to identify trasplanted patients for whom immunosuppressive treatment coul be safety minimized or withdrawn will be developed,Inmunología,RISET:                                                              IP-Reprogramming the Immune System for the Establishment of Tolerance,Inactivo,"Transplantation,immunology, genomics,tolerance",International (Université Libre de Bruxelles (ULB),,,,,22,2007,2011,
Hospital Clínico San Carlos,"Clinic. Technological Innovation Unit, Hospital CLINIC I PROVINCIAL DE BARCELONA",Hospital Clínico y Provincial de Barcelona,Barcelona,8306,Roselló 149,41.388523,2.150977,"Open Telemedicine Platform based on a unified Service Oriented Architecture (SOA) providing media services, SIP-based control plan services and network services over the internet protocol (IP)",Otros,HIPERMED:                                                  High Performance Telemedicine platform,Inactivo,"open source software, telemedicine, open innovation","Local (Gigle Semiconductor, Fundación Privada i2CAT)",,,,,17,2009,2010,
